greg rusedski has criticised the governing
open but reached the second round
navratilova will partner nathalie dechy in
will partner nathalie dechy in the
partner nathalie dechy in the doubles
nathalie dechy in the doubles event
dechy in the doubles event at
in the doubles event at the
the doubles event at the uncle
doubles event at the uncle tobys
event at the uncle tobys hardcourts
at the uncle tobys hardcourts tournament
the uncle tobys hardcourts tournament on
uncle tobys hardcourts tournament on australias
tobys hardcourts tournament on australias gold
hardcourts tournament on australias gold coast
tournament on australias gold coast which
on australias gold coast which begins
she will then link up with
will then link up with daniela
then link up with daniela hantuchova
link up with daniela hantuchova for
up with daniela hantuchova for the
with daniela hantuchova for the australian
daniela hantuchova for the australian open
hantuchova for the australian open doubles
for the australian open doubles and
the australian open doubles and play
australian open doubles and play in
open doubles and play in the
doubles and play in the mixed
and play in the mixed doubles
play in the mixed doubles with
i might be playing some singles
might be playing some singles events
be playing some singles events this
playing some singles events this season
some singles events this season depending
singles events this season depending on
events this season depending on the
this season depending on the surface
french prodigy gael monfils underlined his
prodigy gael monfils underlined his huge
gael monfils underlined his huge promise
monfils underlined his huge promise by
underlined his huge promise by beating
his huge promise by beating french
huge promise by beating french open
promise by beating french open champion
by beating french open champion gaston
beating french open champion gaston gaudio
french open champion gaston gaudio thisisanumber
open champion gaston gaudio thisisanumber thisisanumber
champion gaston gaudio thisisanumber thisisanumber thisisanumber
gaston gaudio thisisanumber thisisanumber thisisanumber in
gaudio thisisanumber thisisanumber thisisanumber in the
thisisanumber thisisanumber thisisanumber in the first
thisisanumber thisisanumber in the first round
thisisanumber in the first round of
in the first round of the
the thisisanumber wild card won three
thisisanumber wild card won three of
wild card won three of the
card won three of the four
won three of the four junior
three of the four junior grand
of the four junior grand slam
the four junior grand slam events
four junior grand slam events last
junior grand slam events last year
fabrice santoro the thisisanumber champion beat
santoro the thisisanumber champion beat swedens
the thisisanumber champion beat swedens thomas
thisisanumber champion beat swedens thomas johansson
champion beat swedens thomas johansson thisisanumber
beat swedens thomas johansson thisisanumber thisisanumber
swedens thomas johansson thisisanumber thisisanumber but
thomas johansson thisisanumber thisisanumber but fourth
johansson thisisanumber thisisanumber but fourth seed
thisisanumber thisisanumber but fourth seed mikhail
thisisanumber but fourth seed mikhail youzhny
but fourth seed mikhail youzhny lost
fourth seed mikhail youzhny lost thisisanumber
seed mikhail youzhny lost thisisanumber thisisanumber
mikhail youzhny lost thisisanumber thisisanumber thisisanumber
youzhny lost thisisanumber thisisanumber thisisanumber to
roger federer plays greg rusedski in
federer plays greg rusedski in the
plays greg rusedski in the second
greg rusedski in the second round
monfils who was given a wildcard
who was given a wildcard into
was given a wildcard into the
given a wildcard into the tournament
a wildcard into the tournament said
wildcard into the tournament said this
into the tournament said this is
the tournament said this is my
tournament said this is my first
said this is my first win
this is my first win over
is my first win over a
my first win over a top
first win over a top thisisanumber
win over a top thisisanumber player
over a top thisisanumber player and
a top thisisanumber player and i
i play my best tennis when
play my best tennis when i
my best tennis when i am
best tennis when i am fired
tennis when i am fired up
when i am fired up on
i am fired up on the
am fired up on the court
fired up on the court and
up on the court and the
on the court and the reason
the court and the reason i
court and the reason i won
and the reason i won today
the reason i won today was
reason i won today was because
i won today was because i
won today was because i was
today was because i was able
was because i was able to
because i was able to play
i was able to play my
was able to play my natural
able to play my natural attacking
to play my natural attacking game
of course i was a bit
course i was a bit tired
i was a bit tired in
was a bit tired in the
but i was confident i could
i was confident i could survive
was confident i could survive had
confident i could survive had there
i could survive had there been
could survive had there been a
former world number one jimmy connors
world number one jimmy connors is
number one jimmy connors is planning
one jimmy connors is planning a
jimmy connors is planning a longterm
connors is planning a longterm relationship
is planning a longterm relationship with
planning a longterm relationship with the
a longterm relationship with the lawn
longterm relationship with the lawn tennis
relationship with the lawn tennis association
with the lawn tennis association to
the lawn tennis association to help
lawn tennis association to help unearth
tennis association to help unearth the
association to help unearth the next
the american spent three days at
american spent three days at the
spent three days at the ltas
three days at the ltas annual
days at the ltas annual elite
at the ltas annual elite performance
the ltas annual elite performance winter
ltas annual elite performance winter camp
annual elite performance winter camp in
elite performance winter camp in la
performance winter camp in la manga
winter camp in la manga earlier
the more involved i can be
more involved i can be with
involved i can be with the
i can be with the lta
the kids will ask what am
kids will ask what am i
will ask what am i doing
ask what am i doing there
what am i doing there lta
am i doing there lta chief
i doing there lta chief executive
doing there lta chief executive john
there lta chief executive john crowther
lta chief executive john crowther added
chief executive john crowther added the
executive john crowther added the relationship
john crowther added the relationship that
crowther added the relationship that jimmys
added the relationship that jimmys already
the relationship that jimmys already started
relationship that jimmys already started to
that jimmys already started to develop
jimmys already started to develop with
already started to develop with the
started to develop with the coaches
to develop with the coaches and
develop with the coaches and the
with the coaches and the players
the coaches and the players has
coaches and the players has said
and the players has said to
the players has said to us
players has said to us that
has said to us that wed
said to us that wed like
to us that wed like some
us that wed like some more
we want to use jimmy for
want to use jimmy for a
to use jimmy for a number
use jimmy for a number of
jimmy for a number of weeks
for a number of weeks a
a number of weeks a year
number of weeks a year and
of weeks a year and we
weeks a year and we hope
a year and we hope this
year and we hope this is
and we hope this is the
we hope this is the beginning
hope this is the beginning of
this is the beginning of a
is the beginning of a good
the beginning of a good longterm
beginning of a good longterm relationshipthe
of a good longterm relationshipthe camp
a good longterm relationshipthe camp played
good longterm relationshipthe camp played host
longterm relationshipthe camp played host to
relationshipthe camp played host to more
camp played host to more than
played host to more than thisisanumber
host to more than thisisanumber leading
to more than thisisanumber leading senior
more than thisisanumber leading senior and
than thisisanumber leading senior and junior
thisisanumber leading senior and junior players
leading senior and junior players including
senior and junior players including greg
and junior players including greg rusedski
junior players including greg rusedski arvind
players including greg rusedski arvind parmar
including greg rusedski arvind parmar and
la manga is an amazing site
manga is an amazing site to
is an amazing site to take
an amazing site to take a
amazing site to take a bunch
site to take a bunch of
to take a bunch of kids
take a bunch of kids who
a bunch of kids who want
bunch of kids who want to
of kids who want to be
kids who want to be the
who want to be the best
want to be the best said
to be the best said connors
be the best said connors speaking
the best said connors speaking at
best said connors speaking at queens
said connors speaking at queens club
what impressed me most was not
impressed me most was not only
me most was not only the
most was not only the coaches
was not only the coaches but
not only the coaches but the
only the coaches but the way
the coaches but the way the
coaches but the way the kids
but the way the kids went
the way the kids went about
way the kids went about their
the kids went about their workouts
kids went about their workouts and
went about their workouts and the
about their workouts and the feeling
their workouts and the feeling they
workouts and the feeling they put
and the feeling they put into
the feeling they put into every
feeling they put into every practice
it was interesting to me to
was interesting to me to see
interesting to me to see kids
to me to see kids of
me to see kids of thisisanumber
to see kids of thisisanumber thisisanumber
see kids of thisisanumber thisisanumber thisisanumber
kids of thisisanumber thisisanumber thisisanumber with
of thisisanumber thisisanumber thisisanumber with that
thisisanumber thisisanumber thisisanumber with that desire
thisisanumber thisisanumber with that desire and
thisisanumber with that desire and passion
with that desire and passion and
that desire and passion and that
desire and passion and that can
and passion and that can only
passion and that can only be
and that can only be brought
that can only be brought about
can only be brought about by
only be brought about by the
be brought about by the coaches
instilling the importance of work and
the importance of work and practice
importance of work and practice is
of work and practice is something
work and practice is something you
they know whats been given to
know whats been given to them
whats been given to them and
been given to them and all
given to them and all they
to them and all they have
them and all they have to
and all they have to do
all they have to do is
they have to do is give
have to do is give back
to do is give back the
do is give back the effort
is give back the effort and
give back the effort and every
back the effort and every minute
the effort and every minute of
effort and every minute of practice
and every minute of practice they
every minute of practice they were
minute of practice they were doing
of practice they were doing thatspeaking
practice they were doing thatspeaking from
they were doing thatspeaking from la
were doing thatspeaking from la manga
doing thatspeaking from la manga lta
thatspeaking from la manga lta performance
from la manga lta performance director
la manga lta performance director david
manga lta performance director david felgate
lta performance director david felgate told
performance director david felgate told bbc
director david felgate told bbc sport
david felgate told bbc sport jimmy
felgate told bbc sport jimmy was
told bbc sport jimmy was fantastic
bbc sport jimmy was fantastic with
sport jimmy was fantastic with the
jimmy was fantastic with the players
was fantastic with the players and
fantastic with the players and the
with the players and the coaches
the players and the coaches and
players and the coaches and very
and the coaches and very humble
the coaches and very humble considering
coaches and very humble considering what
he worked through the coaches and
worked through the coaches and hopefully
through the coaches and hopefully it
the coaches and hopefully it will
coaches and hopefully it will grow
and hopefully it will grow and
hopefully it will grow and hell
it will grow and hell get
will grow and hell get to
grow and hell get to have
and hell get to have more
hell get to have more of
get to have more of an
to have more of an individual
have more of an individual relationship
more of an individual relationship with
of an individual relationship with some
an individual relationship with some of
individual relationship with some of the
relationship with some of the players
with some of the players and
some of the players and get
of the players and get to
he made it clear from the
made it clear from the word
it clear from the word go
clear from the word go he
from the word go he didnt
the word go he didnt want
word go he didnt want it
go he didnt want it to
this is a thisisanumber job for
is a thisisanumber job for me
a thisisanumber job for me its
thisisanumber job for me its my
job for me its my life
for me its my life and
me its my life and my
its my life and my passion
my life and my passion and
life and my passion and its
and my passion and its the
my passion and its the same
passion and its the same with
he respects that but he wants
respects that but he wants to
that but he wants to be
but he wants to be involved
he wants to be involved and
wants to be involved and have
and why would he stake his
why would he stake his reputation
would he stake his reputation on
he stake his reputation on something
stake his reputation on something thats
his reputation on something thats not
reputation on something thats not going
on something thats not going to
something thats not going to be
thats not going to be successful
not going to be successful connors
going to be successful connors has
to be successful connors has also
be successful connors has also agreed
successful connors has also agreed to
connors has also agreed to commentate
has also agreed to commentate for
also agreed to commentate for the
agreed to commentate for the bbc
to commentate for the bbc at
commentate for the bbc at next
for the bbc at next years
he will work during the second
will work during the second week
work during the second week of
justine heninhardenne lost to elena dementieva
heninhardenne lost to elena dementieva in
lost to elena dementieva in a
to elena dementieva in a comeback
elena dementieva in a comeback exhibition
dementieva in a comeback exhibition match
in a comeback exhibition match in
a comeback exhibition match in belgium
comeback exhibition match in belgium on
exhibition match in belgium on sunday
match in belgium on sunday for
in belgium on sunday for her
belgium on sunday for her second
on sunday for her second defeat
sunday for her second defeat in
and the belgian who has slipped
the belgian who has slipped to
belgian who has slipped to eight
who has slipped to eight in
has slipped to eight in the
slipped to eight in the world
to eight in the world after
eight in the world after struggling
in the world after struggling with
the world after struggling with a
world after struggling with a virus
after struggling with a virus faces
struggling with a virus faces a
with a virus faces a tough
a virus faces a tough australian
virus faces a tough australian open
faces a tough australian open title
a tough australian open title defence
i will be heading to australia
will be heading to australia with
be heading to australia with a
heading to australia with a lot
to australia with a lot of
australia with a lot of question
with a lot of question marks
a lot of question marks over
lot of question marks over me
of question marks over me i
question marks over me i know
marks over me i know that
but i think therell be less
i think therell be less pressure
think therell be less pressure than
therell be less pressure than last
be less pressure than last time
less pressure than last time even
pressure than last time even if
than last time even if i
last time even if i am
time even if i am champion
even if i am champion heninhardenne
if i am champion heninhardenne was
i am champion heninhardenne was speaking
am champion heninhardenne was speaking after
champion heninhardenne was speaking after a
heninhardenne was speaking after a thisisanumber
was speaking after a thisisanumber thisisanumber
speaking after a thisisanumber thisisanumber thisisanumber
after a thisisanumber thisisanumber thisisanumber loss
a thisisanumber thisisanumber thisisanumber loss to
thisisanumber thisisanumber thisisanumber loss to world
thisisanumber thisisanumber loss to world number
thisisanumber loss to world number six
loss to world number six dementieva
to world number six dementieva in
world number six dementieva in charleroi
number six dementieva in charleroi belgium
the previous day the olympic champion
previous day the olympic champion went
day the olympic champion went down
the olympic champion went down thisisanumber
olympic champion went down thisisanumber thisisanumber
champion went down thisisanumber thisisanumber to
went down thisisanumber thisisanumber to frances
i have to be positive i
have to be positive i still
to be positive i still have
be positive i still have a
positive i still have a few
i still have a few weeks
my body has to get accustomed
body has to get accustomed again
has to get accustomed again to
to get accustomed again to the
get accustomed again to the stress
accustomed again to the stress the
again to the stress the rhythm
to the stress the rhythm heninhardenne
the stress the rhythm heninhardenne slid
stress the rhythm heninhardenne slid down
the rhythm heninhardenne slid down the
rhythm heninhardenne slid down the world
heninhardenne slid down the world rankings
slid down the world rankings in
down the world rankings in the
the world rankings in the second
world rankings in the second half
rankings in the second half of
in the second half of thisisanumber
the second half of thisisanumber after
second half of thisisanumber after contracting
half of thisisanumber after contracting the
of thisisanumber after contracting the illness
after an initial layoff she was
an initial layoff she was forced
initial layoff she was forced off
layoff she was forced off the
she was forced off the circuit
was forced off the circuit for
forced off the circuit for a
off the circuit for a second
the circuit for a second time
circuit for a second time after
for a second time after being
a second time after being knocked
second time after being knocked out
time after being knocked out of
after being knocked out of the
being knocked out of the french
knocked out of the french open
out of the french open in
of the french open in the
a comeback at the us open
comeback at the us open after
at the us open after a
the us open after a threemonth
us open after a threemonth absence
open after a threemonth absence ended
after a threemonth absence ended when
a threemonth absence ended when she
threemonth absence ended when she crashed
absence ended when she crashed out
ended when she crashed out at
when she crashed out at the
but despite her problems she still
despite her problems she still won
her problems she still won five
problems she still won five of
she still won five of the
still won five of the nine
won five of the nine official
five of the nine official tournaments
of the nine official tournaments she
the nine official tournaments she entered
nine official tournaments she entered in
official tournaments she entered in thisisanumber
tournaments she entered in thisisanumber and
she entered in thisisanumber and won
entered in thisisanumber and won olympic
in thisisanumber and won olympic gold
thisisanumber and won olympic gold in
and won olympic gold in athens
won olympic gold in athens an
olympic gold in athens an achievement
gold in athens an achievement which
in athens an achievement which saw
athens an achievement which saw her
an achievement which saw her named
achievement which saw her named belgian
which saw her named belgian sportswoman
saw her named belgian sportswoman of
her named belgian sportswoman of the
named belgian sportswoman of the year
physically its obvious that i hit
its obvious that i hit rock
obvious that i hit rock bottom
that i hit rock bottom said
i hit rock bottom said the
hit rock bottom said the thisisanumber
rock bottom said the thisisanumber who
bottom said the thisisanumber who will
said the thisisanumber who will make
the thisisanumber who will make her
thisisanumber who will make her comeback
who will make her comeback in
will make her comeback in the
make her comeback in the sydney
her comeback in the sydney international
comeback in the sydney international from
since april with the exception of
april with the exception of the
with the exception of the olympics
the exception of the olympics i
exception of the olympics i have
of the olympics i have not
all the successes i had prior
the successes i had prior to
successes i had prior to that
i had prior to that were
had prior to that were mainly
prior to that were mainly due
to that were mainly due to
that were mainly due to the
were mainly due to the work
mainly due to the work i
due to the work i put
to the work i put in
the work i put in on
work i put in on building
i put in on building up
now its time to get back
its time to get back to
time to get back to putting
to get back to putting in
get back to putting in thisisanumber
back to putting in thisisanumber effort
to putting in thisisanumber effort and
putting in thisisanumber effort and i
in thisisanumber effort and i think
thisisanumber effort and i think i
effort and i think i am
and i think i am capable
i think i am capable of
spain won the davis cup for
won the davis cup for the
the davis cup for the second
davis cup for the second time
cup for the second time in
for the second time in their
the second time in their history
second time in their history when
time in their history when carlos
in their history when carlos moya
their history when carlos moya beat
history when carlos moya beat the
when carlos moya beat the usas
carlos moya beat the usas andy
moya beat the usas andy roddick
beat the usas andy roddick in
the usas andy roddick in the
usas andy roddick in the fourth
andy roddick in the fourth rubber
moya won thisisanumber thisisanumber thisisanumber thisisanumber
won thisisanumber thisisanumber thisisanumber thisisanumber thisisanumber
thisisanumber thisisanumber thisisanumber thisisanumber thisisanumber to
thisisanumber thisisanumber thisisanumber thisisanumber to give
thisisanumber thisisanumber thisisanumber to give the
thisisanumber thisisanumber to give the hosts
thisisanumber to give the hosts an
to give the hosts an unassailable
give the hosts an unassailable thisisanumber
the hosts an unassailable thisisanumber lead
hosts an unassailable thisisanumber lead with
an unassailable thisisanumber lead with only
unassailable thisisanumber lead with only one
thisisanumber lead with only one singles
roddick battled hard and had chances
battled hard and had chances in
hard and had chances in the
and had chances in the second
had chances in the second set
chances in the second set but
in the second set but moyas
the second set but moyas claycourt
second set but moyas claycourt expertise
set but moyas claycourt expertise proved
mardy fish beat tommy robredo thisisanumber
fish beat tommy robredo thisisanumber thisisanumber
beat tommy robredo thisisanumber thisisanumber thisisanumber
tommy robredo thisisanumber thisisanumber thisisanumber in
robredo thisisanumber thisisanumber thisisanumber in the
thisisanumber thisisanumber thisisanumber in the final
thisisanumber thisisanumber in the final dead
thisisanumber in the final dead rubber
in the final dead rubber to
the final dead rubber to cut
final dead rubber to cut spains
dead rubber to cut spains winning
rubber to cut spains winning margin
spains only other davis cup title
only other davis cup title came
other davis cup title came in
davis cup title came in thisisanumber
cup title came in thisisanumber when
title came in thisisanumber when they
came in thisisanumber when they beat
in thisisanumber when they beat australia
this time they chose to play
time they chose to play the
they chose to play the final
chose to play the final in
to play the final in seville
play the final in seville and
the final in seville and the
final in seville and the citys
in seville and the citys olympic
seville and the citys olympic stadium
and the citys olympic stadium was
the citys olympic stadium was revamped
citys olympic stadium was revamped to
olympic stadium was revamped to allow
stadium was revamped to allow for
was revamped to allow for a
revamped to allow for a record
to allow for a record crowd
allow for a record crowd for
for a record crowd for a
a record crowd for a competitve
record crowd for a competitve tennis
crowd for a competitve tennis event
for a competitve tennis event of
and the home fans gave vociferous
the home fans gave vociferous support
home fans gave vociferous support to
fans gave vociferous support to their
gave vociferous support to their players
vociferous support to their players with
support to their players with thisisanumber
to their players with thisisanumber nadal
their players with thisisanumber nadal and
players with thisisanumber nadal and moya
with thisisanumber nadal and moya winning
thisisanumber nadal and moya winning both
nadal and moya winning both fridays
american twins mike and bob bryan
twins mike and bob bryan gave
mike and bob bryan gave the
and bob bryan gave the visitors
bob bryan gave the visitors hope
bryan gave the visitors hope with
gave the visitors hope with victory
the visitors hope with victory over
visitors hope with victory over juan
hope with victory over juan carlos
with victory over juan carlos ferrero
victory over juan carlos ferrero and
over juan carlos ferrero and tommy
juan carlos ferrero and tommy robredo
carlos ferrero and tommy robredo in
but it remained an uphill task
it remained an uphill task for
remained an uphill task for a
an uphill task for a us
uphill task for a us team
task for a us team far
for a us team far happier
a us team far happier on
us team far happier on hard
team far happier on hard courts
far happier on hard courts than
happier on hard courts than clay
on hard courts than clay and
hard courts than clay and thisisanumber
courts than clay and thisisanumber french
than clay and thisisanumber french open
clay and thisisanumber french open champion
and thisisanumber french open champion moya
thisisanumber french open champion moya had
french open champion moya had too
open champion moya had too much
champion moya had too much for
moya had too much for world
had too much for world number
this has been incredible the moment
has been incredible the moment ive
been incredible the moment ive been
incredible the moment ive been waiting
the moment ive been waiting for
moment ive been waiting for for
ive been waiting for for years
been waiting for for years said
waiting for for years said moya
for for years said moya who
for years said moya who missed
years said moya who missed out
said moya who missed out in
moya who missed out in thisisanumber
i knew that playing on clay
knew that playing on clay i
that playing on clay i would
playing on clay i would have
on clay i would have my
clay i would have my chances
there is nothing bigger than what
is nothing bigger than what ive
nothing bigger than what ive lived
bigger than what ive lived today
than what ive lived today moya
what ive lived today moya stormed
ive lived today moya stormed into
lived today moya stormed into a
today moya stormed into a thisisanumber
moya stormed into a thisisanumber lead
stormed into a thisisanumber lead on
into a thisisanumber lead on his
a thisisanumber lead on his way
thisisanumber lead on his way to
lead on his way to taking
on his way to taking the
his way to taking the first
way to taking the first set
to taking the first set against
taking the first set against roddick
the first set against roddick and
first set against roddick and recovered
set against roddick and recovered immediately
against roddick and recovered immediately from
roddick and recovered immediately from dropping
and recovered immediately from dropping serve
recovered immediately from dropping serve in
the match came down to two
match came down to two tiebreaks
came down to two tiebreaks and
down to two tiebreaks and moya
to two tiebreaks and moya dominated
two tiebreaks and moya dominated both
tiebreaks and moya dominated both clinching
and moya dominated both clinching victory
moya dominated both clinching victory on
dominated both clinching victory on his
both clinching victory on his third
wild celebrations followed with an emotional
celebrations followed with an emotional moya
followed with an emotional moya congratulated
with an emotional moya congratulated by
an emotional moya congratulated by his
emotional moya congratulated by his teammates
moya congratulated by his teammates including
congratulated by his teammates including nadal
by his teammates including nadal who
his teammates including nadal who at
teammates including nadal who at thisisanumber
including nadal who at thisisanumber years
nadal who at thisisanumber years and
who at thisisanumber years and thisisanumber
at thisisanumber years and thisisanumber days
thisisanumber years and thisisanumber days becomes
years and thisisanumber days becomes the
and thisisanumber days becomes the youngest
thisisanumber days becomes the youngest ever
days becomes the youngest ever victor
becomes the youngest ever victor in
the youngest ever victor in davis
i think we put up a
think we put up a better
we put up a better fight
put up a better fight here
up a better fight here than
a better fight here than in
better fight here than in paris
fight here than in paris two
here than in paris two years
than in paris two years ago
in paris two years ago said
paris two years ago said roddick
two years ago said roddick who
years ago said roddick who was
ago said roddick who was on
said roddick who was on the
roddick who was on the us
who was on the us team
was on the us team which
on the us team which lost
the us team which lost to
us team which lost to france
team which lost to france in
which lost to france in the
lost to france in the thisisanumber
to france in the thisisanumber semifinals
france in the thisisanumber semifinals at
they were just better than us
i have nothing to be ashamed
have nothing to be ashamed of
nothing to be ashamed of i
to be ashamed of i gave
be ashamed of i gave it
i am not going to walk
am not going to walk out
not going to walk out of
going to walk out of here
to walk out of here with
walk out of here with my
out of here with my head
of here with my head down
here with my head down thats
jennifer capriati has become the third
capriati has become the third leading
has become the third leading lady
become the third leading lady to
the third leading lady to withdraw
third leading lady to withdraw from
leading lady to withdraw from the
lady to withdraw from the australian
to withdraw from the australian open
withdraw from the australian open because
the organisers of the first grand
organisers of the first grand slam
of the first grand slam of
the first grand slam of thisisanumber
first grand slam of thisisanumber which
grand slam of thisisanumber which begins
slam of thisisanumber which begins on
of thisisanumber which begins on thisisanumber
thisisanumber which begins on thisisanumber january
which begins on thisisanumber january said
begins on thisisanumber january said the
on thisisanumber january said the american
thisisanumber january said the american has
january said the american has a
said the american has a problem
the american has a problem with
american has a problem with her
it comes as a blow to
comes as a blow to the
as a blow to the womens
a blow to the womens draw
blow to the womens draw as
to the womens draw as last
the womens draw as last years
womens draw as last years champion
draw as last years champion justin
as last years champion justin heninhardenne
last years champion justin heninhardenne and
years champion justin heninhardenne and runnerup
champion justin heninhardenne and runnerup kim
justin heninhardenne and runnerup kim clijsters
heninhardenne and runnerup kim clijsters will
and runnerup kim clijsters will also
capriati is a twotime champion in
is a twotime champion in melbourne
a twotime champion in melbourne with
twotime champion in melbourne with wins
champion in melbourne with wins in
in melbourne with wins in thisisanumber
she is believed to have picked
