british hurdler sarah claxton is confident
indoor meeting in france before resuming
meeting in france before resuming training
in france before resuming training for
france before resuming training for the
before resuming training for the outdoor
resuming training for the outdoor season
training for the outdoor season and
for the outdoor season and the
the outdoor season and the task
outdoor season and the task of
season and the task of recapturing
and the task of recapturing his
the task of recapturing his world
task of recapturing his world title
of recapturing his world title in
recapturing his world title in helsinki
greene believes gatlin will again prove
believes gatlin will again prove the
gatlin will again prove the biggest
will again prove the biggest threat
again prove the biggest threat to
prove the biggest threat to his
the biggest threat to his ambitions
but he also admits he faces
he also admits he faces more
also admits he faces more than
admits he faces more than one
he faces more than one rival
faces more than one rival for
more than one rival for the
i think when i was coming
think when i was coming up
when i was coming up i
i was coming up i would
was coming up i would say
coming up i would say there
up i would say there was
i would say there was me
would say there was me and
say there was me and ato
there was me and ato boldon
was me and ato boldon in
me and ato boldon in the
and ato boldon in the young
ato boldon in the young crowd
now youve got about five or
youve got about five or six
got about five or six young
about five or six young guys
five or six young guys coming
or six young guys coming up
six young guys coming up at
young guys coming up at the
the iaaf athletics world governing body
iaaf athletics world governing body has
athletics world governing body has met
world governing body has met antidoping
governing body has met antidoping officials
body has met antidoping officials coaches
has met antidoping officials coaches and
met antidoping officials coaches and athletes
antidoping officials coaches and athletes to
officials coaches and athletes to coordinate
coaches and athletes to coordinate the
and athletes to coordinate the fight
athletes to coordinate the fight against
to coordinate the fight against drugs
two task forces have been set
task forces have been set up
forces have been set up to
have been set up to examine
been set up to examine doping
set up to examine doping and
it was also agreed that a
was also agreed that a programme
also agreed that a programme to
agreed that a programme to demystify
that a programme to demystify the
a programme to demystify the issue
programme to demystify the issue to
to demystify the issue to athletes
demystify the issue to athletes the
the issue to athletes the public
issue to athletes the public and
to athletes the public and the
athletes the public and the media
the public and the media was
nothing was decided to change things
was decided to change things it
decided to change things it was
to change things it was more
change things it was more to
things it was more to have
it was more to have a
was more to have a forum
more to have a forum of
to have a forum of the
have a forum of the stakeholders
a forum of the stakeholders allowing
forum of the stakeholders allowing them
of the stakeholders allowing them to
the stakeholders allowing them to express
stakeholders allowing them to express themselves
allowing them to express themselves said
them to express themselves said an
getting everyone together gave us a
everyone together gave us a lot
together gave us a lot of
gave us a lot of food
us a lot of food for
a lot of food for thought
lot of food for thought about
of food for thought about thisisanumber
food for thought about thisisanumber people
for thought about thisisanumber people attended
thought about thisisanumber people attended sundays
about thisisanumber people attended sundays meeting
thisisanumber people attended sundays meeting in
people attended sundays meeting in monaco
attended sundays meeting in monaco including
sundays meeting in monaco including iaaf
meeting in monaco including iaaf chief
in monaco including iaaf chief lamine
monaco including iaaf chief lamine diack
including iaaf chief lamine diack and
iaaf chief lamine diack and namibian
chief lamine diack and namibian athlete
lamine diack and namibian athlete frankie
diack and namibian athlete frankie fredericks
and namibian athlete frankie fredericks now
namibian athlete frankie fredericks now a
athlete frankie fredericks now a member
frankie fredericks now a member of
fredericks now a member of the
i am very happy to see
am very happy to see you
very happy to see you all
happy to see you all members
to see you all members of
see you all members of the
you all members of the athletics
all members of the athletics family
members of the athletics family respond
of the athletics family respond positively
the athletics family respond positively to
athletics family respond positively to the
family respond positively to the iaaf
respond positively to the iaaf call
positively to the iaaf call to
to the iaaf call to sit
the iaaf call to sit together
iaaf call to sit together and
call to sit together and discuss
to sit together and discuss what
sit together and discuss what more
together and discuss what more we
and discuss what more we can
discuss what more we can do
what more we can do in
more we can do in the
we can do in the fight
can do in the fight against
do in the fight against doping
we are the leading federation in
are the leading federation in this
the leading federation in this field
leading federation in this field and
federation in this field and it
in this field and it is
this field and it is our
field and it is our duty
and it is our duty to
it is our duty to keep
is our duty to keep our
our duty to keep our sport
duty to keep our sport clean
to keep our sport clean the
keep our sport clean the two
our sport clean the two task
sport clean the two task forces
clean the two task forces will
the two task forces will report
two task forces will report back
task forces will report back to
forces will report back to the
will report back to the iaaf
report back to the iaaf council
back to the iaaf council at
to the iaaf council at its
the iaaf council at its april
iaaf council at its april meeting
ethiopias tirunesh dibaba set a new
tirunesh dibaba set a new world
dibaba set a new world record
set a new world record in
a new world record in winning
new world record in winning the
world record in winning the womens
record in winning the womens thisisanumber
in winning the womens thisisanumber at
winning the womens thisisanumber at the
the womens thisisanumber at the boston
dibaba won in thisisanumber minutes thisisanumber
won in thisisanumber minutes thisisanumber seconds
in thisisanumber minutes thisisanumber seconds to
thisisanumber minutes thisisanumber seconds to erase
minutes thisisanumber seconds to erase the
thisisanumber seconds to erase the previous
seconds to erase the previous world
to erase the previous world indoor
erase the previous world indoor mark
the previous world indoor mark of
previous world indoor mark of thisisanumber
world indoor mark of thisisanumber set
indoor mark of thisisanumber set by
mark of thisisanumber set by another
of thisisanumber set by another ethiopian
thisisanumber set by another ethiopian berhane
set by another ethiopian berhane adera
by another ethiopian berhane adera in
another ethiopian berhane adera in stuttgart
but compatriot kenenisa bekeles record hopes
compatriot kenenisa bekeles record hopes were
kenenisa bekeles record hopes were dashed
bekeles record hopes were dashed when
record hopes were dashed when he
hopes were dashed when he miscounted
were dashed when he miscounted his
dashed when he miscounted his laps
when he miscounted his laps in
he miscounted his laps in the
miscounted his laps in the mens
his laps in the mens thisisanumber
laps in the mens thisisanumber and
in the mens thisisanumber and staged
the mens thisisanumber and staged his
mens thisisanumber and staged his sprint
thisisanumber and staged his sprint finish
and staged his sprint finish a
staged his sprint finish a lap
irelands alistair cragg won in thisisanumber
alistair cragg won in thisisanumber as
cragg won in thisisanumber as bekele
won in thisisanumber as bekele battled
in thisisanumber as bekele battled to
thisisanumber as bekele battled to second
i didnt want to sit back
didnt want to sit back and
want to sit back and get
to sit back and get outkicked
the plan was to go with
plan was to go with thisisanumber
was to go with thisisanumber to
to go with thisisanumber to go
go with thisisanumber to go no
with thisisanumber to go no matter
thisisanumber to go no matter what
to go no matter what but
go no matter what but when
no matter what but when bekele
matter what but when bekele made
what but when bekele made the
but when bekele made the mistake
when bekele made the mistake that
the race was mine swedens carolina
race was mine swedens carolina kluft
was mine swedens carolina kluft the
mine swedens carolina kluft the olympic
swedens carolina kluft the olympic heptathlon
carolina kluft the olympic heptathlon champion
kluft the olympic heptathlon champion and
the olympic heptathlon champion and slovenias
olympic heptathlon champion and slovenias jolanda
heptathlon champion and slovenias jolanda ceplak
champion and slovenias jolanda ceplak had
and slovenias jolanda ceplak had winning
kluft took the long jump at
took the long jump at thisisanumber
the long jump at thisisanumber while
long jump at thisisanumber while ceplak
jump at thisisanumber while ceplak easily
at thisisanumber while ceplak easily won
thisisanumber while ceplak easily won the
while ceplak easily won the womens
ceplak easily won the womens thisisanumber
pole vaulter yelena isinbayeva broke her
vaulter yelena isinbayeva broke her own
yelena isinbayeva broke her own indoor
isinbayeva broke her own indoor world
broke her own indoor world record
her own indoor world record by
own indoor world record by clearing
indoor world record by clearing thisisanumber
world record by clearing thisisanumber metres
record by clearing thisisanumber metres in
by clearing thisisanumber metres in lievin
it was the russians thisisanumber world
was the russians thisisanumber world record
the russians thisisanumber world record of
russians thisisanumber world record of her
thisisanumber world record of her career
world record of her career and
record of her career and came
of her career and came just
her career and came just a
career and came just a few
and came just a few days
came just a few days after
just a few days after she
a few days after she cleared
few days after she cleared thisisanumber
days after she cleared thisisanumber at
after she cleared thisisanumber at the
she cleared thisisanumber at the norwich
cleared thisisanumber at the norwich union
thisisanumber at the norwich union grand
at the norwich union grand prix
the olympic champion went on to
olympic champion went on to attempt
champion went on to attempt thisisanumber
went on to attempt thisisanumber at
on to attempt thisisanumber at the
to attempt thisisanumber at the meeting
attempt thisisanumber at the meeting on
thisisanumber at the meeting on france
at the meeting on france but
the meeting on france but failed
meeting on france but failed to
on france but failed to clear
in the mens thisisanumber former olympic
the mens thisisanumber former olympic thisisanumber
mens thisisanumber former olympic thisisanumber champion
thisisanumber former olympic thisisanumber champion maurice
former olympic thisisanumber champion maurice greene
olympic thisisanumber champion maurice greene could
thisisanumber champion maurice greene could only
champion maurice greene could only finish
maurice greene could only finish second
greene could only finish second to
it was greenes second consecutive defeat
was greenes second consecutive defeat at
greenes second consecutive defeat at the
second consecutive defeat at the hands
consecutive defeat at the hands of
defeat at the hands of his
at the hands of his fellow
the hands of his fellow american
hands of his fellow american who
of his fellow american who also
his fellow american who also won
fellow american who also won in
american who also won in birmingham
i ran my race perfectly said
ran my race perfectly said scott
my race perfectly said scott who
race perfectly said scott who won
perfectly said scott who won in
said scott who won in thisisanumber
scott who won in thisisanumber his
who won in thisisanumber his best
i am happy even if i
am happy even if i know
happy even if i know that
even if i know that maurice
if i know that maurice is
i know that maurice is a
know that maurice is a long
that maurice is a long way
maurice is a long way from
is a long way from being
a long way from being at
long way from being at his
way from being at his peak
from being at his peak at
being at his peak at the
at his peak at the start
his peak at the start of
sonia osullivan will seek to regain
osullivan will seek to regain her
will seek to regain her title
seek to regain her title at
to regain her title at the
regain her title at the bupa
her title at the bupa great
title at the bupa great ireland
at the bupa great ireland run
the bupa great ireland run on
bupa great ireland run on thisisanumber
great ireland run on thisisanumber april
the thisisanumber was beaten into fourth
thisisanumber was beaten into fourth at
was beaten into fourth at last
beaten into fourth at last years
into fourth at last years event
fourth at last years event having
at last years event having won
last years event having won it
years event having won it a
i understand shes had a solid
understand shes had a solid winters
shes had a solid winters training
had a solid winters training down
a solid winters training down in
solid winters training down in australia
winters training down in australia after
training down in australia after recovering
down in australia after recovering from
in australia after recovering from a
australia after recovering from a minor
after recovering from a minor injury
recovering from a minor injury said
from a minor injury said race
a minor injury said race director
mark carroll irish record holder at
carroll irish record holder at thisisanumber
irish record holder at thisisanumber thisisanumber
record holder at thisisanumber thisisanumber and
holder at thisisanumber thisisanumber and thisisanumber
at thisisanumber thisisanumber and thisisanumber will
thisisanumber thisisanumber and thisisanumber will make
thisisanumber and thisisanumber will make his
and thisisanumber will make his debut
thisisanumber will make his debut in
will make his debut in the
make his debut in the mass
his debut in the mass participation
carroll has stepped up his form
has stepped up his form in
stepped up his form in recent
up his form in recent weeks
his form in recent weeks and
form in recent weeks and in
in recent weeks and in late
recent weeks and in late january
weeks and in late january scored
and in late january scored an
in late january scored an impressive
late january scored an impressive thisisanumber
january scored an impressive thisisanumber victory
scored an impressive thisisanumber victory over
an impressive thisisanumber victory over leading
impressive thisisanumber victory over leading american
thisisanumber victory over leading american alan
victory over leading american alan webb
carroll will be facing stiff competition
will be facing stiff competition from
be facing stiff competition from australian
facing stiff competition from australian craig
stiff competition from australian craig mottram
competition from australian craig mottram winner
from australian craig mottram winner in
australian craig mottram winner in dublin
craig mottram winner in dublin for
mottram winner in dublin for the
winner in dublin for the last
british triple jumper ashia hansen has
triple jumper ashia hansen has ruled
jumper ashia hansen has ruled out
ashia hansen has ruled out a
hansen has ruled out a comeback
has ruled out a comeback this
ruled out a comeback this year
out a comeback this year after
a comeback this year after a
comeback this year after a setback
this year after a setback in
year after a setback in her
after a setback in her recovery
a setback in her recovery from
setback in her recovery from a
in her recovery from a bad
her recovery from a bad knee
recovery from a bad knee injury
from a bad knee injury according
hansen the commonwealth and european champion
the commonwealth and european champion has
commonwealth and european champion has been
and european champion has been sidelined
european champion has been sidelined since
champion has been sidelined since the
has been sidelined since the european
been sidelined since the european cup
sidelined since the european cup in
since the european cup in poland
the european cup in poland in
it was hoped she would be
was hoped she would be able
hoped she would be able to
she would be able to return
would be able to return this
be able to return this summer
able to return this summer but
to return this summer but the
return this summer but the wound
this summer but the wound from
summer but the wound from the
but the wound from the injury
the wound from the injury has
wound from the injury has been
from the injury has been very
the injury has been very slow
her coach aston moore told the
coach aston moore told the times
aston moore told the times were
moore told the times were not
told the times were not looking
the times were not looking at
times were not looking at any
were not looking at any sooner
not looking at any sooner than
looking at any sooner than thisisanumber
at any sooner than thisisanumber not
any sooner than thisisanumber not as
sooner than thisisanumber not as a
than thisisanumber not as a triple
thisisanumber not as a triple jumper
not as a triple jumper moore
as a triple jumper moore said
a triple jumper moore said hansen
triple jumper moore said hansen may
jumper moore said hansen may be
moore said hansen may be able
said hansen may be able to
hansen may be able to return
may be able to return to
be able to return to sprinting
able to return to sprinting and
to return to sprinting and long
return to sprinting and long jumping
to sprinting and long jumping sooner
sprinting and long jumping sooner but
and long jumping sooner but there
long jumping sooner but there is
jumping sooner but there is no
sooner but there is no shortterm
but there is no shortterm prospect
there is no shortterm prospect of
is no shortterm prospect of her
no shortterm prospect of her being
shortterm prospect of her being involved
prospect of her being involved again
of her being involved again in
her being involved again in her
there was a problem with the
was a problem with the wound
a problem with the wound healing
problem with the wound healing and
with the wound healing and it
the wound healing and it set
wound healing and it set back
healing and it set back her
and it set back her rehabilitation
it set back her rehabilitation by
set back her rehabilitation by about
back her rehabilitation by about two
her rehabilitation by about two months
rehabilitation by about two months but
by about two months but that
about two months but that has
two months but that has been
months but that has been solved
but that has been solved and
that has been solved and we
has been solved and we can
been solved and we can push
solved and we can push ahead
and we can push ahead now
the aim is for her to
aim is for her to get
is for her to get fit
for her to get fit as
her to get fit as an
to get fit as an athlete
get fit as an athlete then
fit as an athlete then we
as an athlete then we will
an athlete then we will start
athlete then we will start looking
then we will start looking at
we will start looking at sprinting
will start looking at sprinting and
start looking at sprinting and the
looking at sprinting and the long
at sprinting and the long jump
sprinting and the long jump as
and the long jump as an
the long jump as an introduction
long jump as an introduction back
jump as an introduction back to
as an introduction back to the
an introduction back to the competitive
introduction back to the competitive arena
back to the competitive arena moore
to the competitive arena moore said
the competitive arena moore said he
competitive arena moore said he is
arena moore said he is confident
moore said he is confident hansen
said he is confident hansen can
he is confident hansen can make
is confident hansen can make it
confident hansen can make it back
hansen can make it back to
can make it back to toplevel
make it back to toplevel competition
it back to toplevel competition though
back to toplevel competition though it
to toplevel competition though it is
toplevel competition though it is unclear
competition though it is unclear if
though it is unclear if that
it is unclear if that will
is unclear if that will be
unclear if that will be in
if that will be in time
that will be in time for
will be in time for the
be in time for the commonwealth
in time for the commonwealth games
time for the commonwealth games in
for the commonwealth games in melbourne
the commonwealth games in melbourne next
commonwealth games in melbourne next march
games in melbourne next march when
in melbourne next march when she
melbourne next march when she will
its been a frustrating time for
been a frustrating time for her
a frustrating time for her but
frustrating time for her but it
time for her but it has
for her but it has not
her but it has not fazed
but it has not fazed her
it has not fazed her determination
britains jason gardener shook off an
jason gardener shook off an upset
gardener shook off an upset stomach
shook off an upset stomach to
off an upset stomach to win
an upset stomach to win the
upset stomach to win the thisisanumber
stomach to win the thisisanumber at
to win the thisisanumber at sundays
win the thisisanumber at sundays leipzig
gardener clocked thisisanumber seconds to equal
clocked thisisanumber seconds to equal the
thisisanumber seconds to equal the meeting
seconds to equal the meeting record
to equal the meeting record and
equal the meeting record and finished
the meeting record and finished well
meeting record and finished well ahead
record and finished well ahead of
and finished well ahead of germanys
finished well ahead of germanys marc
well ahead of germanys marc blume
ahead of germanys marc blume who
of germanys marc blume who crossed
germanys marc blume who crossed the
marc blume who crossed the line
blume who crossed the line in
the world indoor champion said i
world indoor champion said i got
indoor champion said i got to
champion said i got to the
said i got to the airport
i got to the airport and
got to the airport and my
to the airport and my stomach
the airport and my stomach was
airport and my stomach was upset
and my stomach was upset and
my stomach was upset and i
i felt a little better sunday
felt a little better sunday morning
a little better sunday morning but
little better sunday morning but decided
better sunday morning but decided id
sunday morning but decided id only
morning but decided id only run
but decided id only run in
decided id only run in the
then everything went perfectly gardener part
everything went perfectly gardener part of
went perfectly gardener part of the
perfectly gardener part of the great
gardener part of the great britain
part of the great britain thisisanumber
of the great britain thisisanumber quartet
the great britain thisisanumber quartet that
great britain thisisanumber quartet that won
britain thisisanumber quartet that won gold
thisisanumber quartet that won gold at
quartet that won gold at the
that won gold at the athens
won gold at the athens olympics
gold at the athens olympics will
at the athens olympics will now
the athens olympics will now turn
athens olympics will now turn his
olympics will now turn his attention
will now turn his attention to
now turn his attention to next
turn his attention to next weekends
his attention to next weekends norwich
attention to next weekends norwich union
to next weekends norwich union european
next weekends norwich union european indoor
weekends norwich union european indoor trials
given i am still offcolour i
i am still offcolour i know
am still offcolour i know there
still offcolour i know there is
offcolour i know there is plenty
i know there is plenty more
know there is plenty more in
there is plenty more in the
is plenty more in the tank
plenty more in the tank and
more in the tank and i
in the tank and i expect
the tank and i expect to
tank and i expect to get
and i expect to get faster
i expect to get faster in
expect to get faster in the
to get faster in the next
get faster in the next few
faster in the next few weeks
its just a case of chipping
just a case of chipping away
a case of chipping away as
case of chipping away as i
of chipping away as i have
chipping away as i have done
away as i have done in
as i have done in previous
i have done in previous years
have done in previous years and
done in previous years and the
in previous years and the results
previous years and the results will
years and the results will come
and the results will come scotlands
the results will come scotlands ian
results will come scotlands ian mackie
will come scotlands ian mackie was
come scotlands ian mackie was also
scotlands ian mackie was also in
ian mackie was also in action
he stepped down from his favoured
stepped down from his favoured thisisanumber
down from his favoured thisisanumber to
from his favoured thisisanumber to thisisanumber
his favoured thisisanumber to thisisanumber to
favoured thisisanumber to thisisanumber to finish
thisisanumber to thisisanumber to finish third
to thisisanumber to finish third in
germanys alexander kosenkow won the race
alexander kosenkow won the race in
kosenkow won the race in thisisanumber
won the race in thisisanumber secs
the race in thisisanumber secs with
race in thisisanumber secs with dutchman
in thisisanumber secs with dutchman patrick
thisisanumber secs with dutchman patrick van
secs with dutchman patrick van balkom
with dutchman patrick van balkom second
dutchman patrick van balkom second in
there were plenty of other senior
were plenty of other senior british
plenty of other senior british athletes
of other senior british athletes showing
other senior british athletes showing their
senior british athletes showing their indoor
british athletes showing their indoor form
athletes showing their indoor form over
promising thisisanumber hurdlerclocked a new uk
thisisanumber hurdlerclocked a new uk record
hurdlerclocked a new uk record of
a new uk record of thisisanumber
new uk record of thisisanumber seconds
uk record of thisisanumber seconds at
record of thisisanumber seconds at a
of thisisanumber seconds at a meeting
the thisisanumber reached the mark in
thisisanumber reached the mark in her
reached the mark in her heat
the mark in her heat but
mark in her heat but had
in her heat but had to
her heat but had to settle
heat but had to settle for
but had to settle for joint
had to settle for joint first
to settle for joint first place
settle for joint first place with
for joint first place with former
joint first place with former aaa
first place with former aaa champion
place with former aaa champion diane
with former aaa champion diane allahgreen
former aaa champion diane allahgreen in
who broke onto the international scene
broke onto the international scene at
onto the international scene at the
the international scene at the olympic
international scene at the olympic games
scene at the olympic games last
at the olympic games last season
the olympic games last season set
olympic games last season set an
games last season set an indoor
last season set an indoor personal
season set an indoor personal best
set an indoor personal best of
an indoor personal best of thisisanumber
indoor personal best of thisisanumber in
personal best of thisisanumber in the
best of thisisanumber in the triple
of thisisanumber in the triple jump
thisisanumber in the triple jump at
in the triple jump at a
the triple jump at a meeting
that leap thisisanumber short of brazilian
leap thisisanumber short of brazilian winner
thisisanumber short of brazilian winner jadel
short of brazilian winner jadel gregorios
of brazilian winner jadel gregorios effort
brazilian winner jadel gregorios effort was
winner jadel gregorios effort was good
jadel gregorios effort was good enough
gregorios effort was good enough to
effort was good enough to qualify
was good enough to qualify for
good enough to qualify for the
enough to qualify for the european
at the same meetingfinished third in
the same meetingfinished third in thisisanumber
